activity	subject	variable	mean
standing	1	fBodyBodyGyroscopeMagnitudeStd	-0.978466072075472
standing	1	fBodyBodyGyroscopeMagnitudeMeanFrequency	-0.0286057725328302
standing	1	fBodyBodyGyroscopeJerkMagnitudeMean	-0.994815376981132
standing	1	fBodyBodyGyroscopeJerkMagnitudeStd	-0.994671123207547
standing	1	fBodyBodyGyroscopeJerkMagnitudeMeanFrequency	0.334498734301887
standing	1	tBodyAccelerationMeanPLUSGravity	-0.000222340747169812
standing	1	tBodyAccelerationJerkMeanPLUSGravityMean	0.021963782690566
standing	1	tBodyGyroscopeMeanPLUSGravityMean	-0.0337938382037736
standing	1	tBodyGyroscopeJerkMeanPLUSGravityMean	-0.0279229321962264
standing	1	XPLUSGravityMean	-0.743407887924528
standing	1	YPLUSGravityMean	0.270175032830189
standing	1	ZPLUSGravityMean	0.0122528503773585
standing	2	tBodyAccelerationMeanX	0.277911472222222
standing	2	tBodyAccelerationMeanY	-0.0184208270166667
standing	2	tBodyAccelerationMeanZ	-0.105908536055556
standing	2	tBodyAccelerationStdX	-0.987271889259259
standing	2	tBodyAccelerationStdY	-0.957304989259259
standing	2	tBodyAccelerationStdZ	-0.949741851296296
standing	2	tGravityAccelerationMeanX	0.896928566851852
standing	2	tGravityAccelerationMeanY	-0.370062696851852
standing	2	tGravityAccelerationMeanZ	0.129747161222222
standing	2	tGravityAccelerationStdX	-0.986685818703704
standing	2	tGravityAccelerationStdY	-0.97419442037037
standing	2	tGravityAccelerationStdZ	-0.945927078703704
standing	2	tBodyAccelerationJerkMeanX	0.0747588597592593
standing	2	tBodyAccelerationJerkMeanY	0.0103291774794444
standing	2	tBodyAccelerationJerkMeanZ	-0.00837158846722222
standing	2	tBodyAccelerationJerkStdX	-0.981085715555556
standing	2	tBodyAccelerationJerkStdY	-0.97105943962963
standing	2	tBodyAccelerationJerkStdZ	-0.982841446481482
standing	2	tBodyGyroscopeMeanX	-0.0238623875712963
standing	2	tBodyGyroscopeMeanY	-0.0820396577592593
standing	2	tBodyGyroscopeMeanZ	0.0878351695481481
standing	2	tBodyGyroscopeStdX	-0.972998629814815
standing	2	tBodyGyroscopeStdY	-0.971441996481481
standing	2	tBodyGyroscopeStdZ	-0.964856701851852
standing	2	tBodyGyroscopeJerkMeanX	-0.105562157888889
standing	2	tBodyGyroscopeJerkMeanY	-0.042241953537037
standing	2	tBodyGyroscopeJerkMeanZ	-0.0546539479425926
standing	2	tBodyGyroscopeJerkStdX	-0.979324000740741
standing	2	tBodyGyroscopeJerkStdY	-0.983447258518519
standing	2	tBodyGyroscopeJerkStdZ	-0.973610118333333
standing	2	tBodyAccelerationMagnitudeMean	-0.965875181296296
standing	2	tBodyAccelerationMagnitudeStd	-0.957874965
standing	2	tGravityAccelerationMagnitudeMean	-0.965875181296296
standing	2	tGravityAccelerationMagnitudeStd	-0.957874965
standing	2	tBodyAccelerationJerkMagnitudeMean	-0.980489077407407
standing	2	tBodyAccelerationJerkMagnitudeStd	-0.976675280185185
standing	2	tBodyGyroscopeMagnitudeMean	-0.963466341851852
standing	2	tBodyGyroscopeMagnitudeStd	-0.95394338037037
standing	2	tBodyGyroscopeJerkMagnitudeMean	-0.983951904259259
standing	2	tBodyGyroscopeJerkMagnitudeStd	-0.977204427777778
standing	2	fBodyAccelerationMeanX	-0.983946739814815
standing	2	fBodyAccelerationMeanY	-0.959871697407407
standing	2	fBodyAccelerationMeanZ	-0.962471195740741
standing	2	fBodyAccelerationStdX	-0.989056469814815
standing	2	fBodyAccelerationStdY	-0.957908842222222
standing	2	fBodyAccelerationStdZ	-0.946433583518518
standing	2	fBodyAccelerationMeanFrequencyX	0.108519182924074
standing	2	fBodyAccelerationMeanFrequencyY	0.0623378066683333
standing	2	fBodyAccelerationMeanFrequencyZ	0.104462499601852
standing	2	fBodyAccelerationJerkMeanX	-0.980973241666667
standing	2	fBodyAccelerationJerkMeanY	-0.970851337962963
standing	2	fBodyAccelerationJerkMeanZ	-0.979775152037037
standing	2	fBodyAccelerationJerkStdX	-0.983007923703704
standing	2	fBodyAccelerationJerkStdY	-0.973520241111111
standing	2	fBodyAccelerationJerkStdZ	-0.984599905185185
standing	2	fBodyAccelerationJerkMeanFrequencyX	0.331449281481482
standing	2	fBodyAccelerationJerkMeanFrequencyY	-0.0569368291814815
standing	2	fBodyAccelerationJerkMeanFrequencyZ	0.0396498183462963
standing	2	fBodyGyroscopeMeanX	-0.967037112037037
standing	2	fBodyGyroscopeMeanY	-0.972576152962963
standing	2	fBodyGyroscopeMeanZ	-0.960627696111111
standing	2	fBodyGyroscopeStdX	-0.97498812462963
standing	2	fBodyGyroscopeStdY	-0.97103605037037
standing	2	fBodyGyroscopeStdZ	-0.969754295740741
standing	2	fBodyGyroscopeMeanFrequencyX	-0.107416045074074
standing	2	fBodyGyroscopeMeanFrequencyY	-0.171160370096296
standing	2	fBodyGyroscopeMeanFrequencyZ	0.000226810610740739
standing	2	fBodyAccelerationMagnitudeMean	-0.964052166481482
standing	2	fBodyAccelerationMagnitudeStd	-0.960519381481482
standing	2	fBodyAccelerationMagnitudeMeanFrequency	0.119649963903704
standing	2	fBodyBodyAccelerationJerkMagnitudeMean	-0.977065295555556
standing	2	fBodyBodyAccelerationJerkMagnitudeStd	-0.97516046
standing	2	fBodyBodyAccelerationJerkMagnitudeMeanFrequency	0.304871865218519
standing	2	fBodyBodyGyroscopeMagnitudeMean	-0.961775904814815
standing	2	fBodyBodyGyroscopeMagnitudeStd	-0.956788725740741
standing	2	fBodyBodyGyroscopeMagnitudeMeanFrequency	-0.0661266045796296
standing	2	fBodyBodyGyroscopeJerkMagnitudeMean	-0.977849827407407
standing	2	fBodyBodyGyroscopeJerkMagnitudeStd	-0.977754298148148
standing	2	fBodyBodyGyroscopeJerkMagnitudeMeanFrequency	0.160662823925926
standing	2	tBodyAccelerationMeanPLUSGravity	-0.013681915312963
standing	2	tBodyAccelerationJerkMeanPLUSGravityMean	0.0411822244577778
standing	2	tBodyGyroscopeMeanPLUSGravityMean	-0.0151035161722222
standing	2	tBodyGyroscopeJerkMeanPLUSGravityMean	0.11232464912963
standing	2	XPLUSGravityMean	-0.627180076111111
standing	2	YPLUSGravityMean	0.337937911666667
standing	2	ZPLUSGravityMean	-0.0678959805833333
standing	3	tBodyAccelerationMeanX	0.280046513278689
standing	3	tBodyAccelerationMeanY	-0.0143376555065574
standing	3	tBodyAccelerationMeanZ	-0.101621722633148
standing	3	tBodyAccelerationStdX	-0.96674254295082
standing	3	tBodyAccelerationStdY	-0.893449307213115
standing	3	tBodyAccelerationStdZ	-0.911419015081967
standing	3	tGravityAccelerationMeanX	0.93503077852459
standing	3	tGravityAccelerationMeanY	-0.301735130327869
standing	3	tGravityAccelerationMeanZ	0.024763106752459
standing	3	tGravityAccelerationStdX	-0.982020428032787
standing	3	tGravityAccelerationStdY	-0.957425321803279
standing	3	tGravityAccelerationStdZ	-0.928161577377049
standing	3	tBodyAccelerationJerkMeanX	0.0750900622277049
standing	3	tBodyAccelerationJerkMeanY	0.00771663644590164
standing	3	tBodyAccelerationJerkMeanZ	-0.00807177934114754
standing	3	tBodyAccelerationJerkStdX	-0.957086489344262
standing	3	tBodyAccelerationJerkStdY	-0.941686785737705
standing	3	tBodyAccelerationJerkStdZ	-0.973059634918033
standing	3	tBodyGyroscopeMeanX	-0.0246626070770492
standing	3	tBodyGyroscopeMeanY	-0.0585101918262295
standing	3	tBodyGyroscopeMeanZ	0.0665262054098361
standing	3	tBodyGyroscopeStdX	-0.900462227540984
standing	3	tBodyGyroscopeStdY	-0.927788618196721
standing	3	tBodyGyroscopeStdZ	-0.91236408147541
standing	3	tBodyGyroscopeJerkMeanX	-0.0994602620655738
standing	3	tBodyGyroscopeJerkMeanY	-0.0472415819016393
standing	3	tBodyGyroscopeJerkMeanZ	-0.0416832156688525
standing	3	tBodyGyroscopeJerkStdX	-0.940937642459016
standing	3	tBodyGyroscopeJerkStdY	-0.968433747868853
standing	3	tBodyGyroscopeJerkStdZ	-0.958293011803279
standing	3	tBodyAccelerationMagnitudeMean	-0.925430819016393
standing	3	tBodyAccelerationMagnitudeStd	-0.915143303606557
standing	3	tGravityAccelerationMagnitudeMean	-0.925430819016393
standing	3	tGravityAccelerationMagnitudeStd	-0.915143303606557
standing	3	tBodyAccelerationJerkMagnitudeMean	-0.959303840327869
standing	3	tBodyAccelerationJerkMagnitudeStd	-0.948770043278689
standing	3	tBodyGyroscopeMagnitudeMean	-0.892089349344262
standing	3	tBodyGyroscopeMagnitudeStd	-0.88212522147541
standing	3	tBodyGyroscopeJerkMagnitudeMean	-0.962339339672131
standing	3	tBodyGyroscopeJerkMagnitudeStd	-0.957679766885246
standing	3	fBodyAccelerationMeanX	-0.960123409508197
standing	3	fBodyAccelerationMeanY	-0.908075353770492
standing	3	fBodyAccelerationMeanZ	-0.939507735245902
standing	3	fBodyAccelerationStdX	-0.969931287377049
standing	3	fBodyAccelerationStdY	-0.89243434852459
standing	3	fBodyAccelerationStdZ	-0.904801254590164
standing	3	fBodyAccelerationMeanFrequencyX	-0.087024832195082
standing	3	fBodyAccelerationMeanFrequencyY	-0.128180130065574
standing	3	fBodyAccelerationMeanFrequencyZ	0.00771897878688524
standing	3	fBodyAccelerationJerkMeanX	-0.957666856721311
standing	3	fBodyAccelerationJerkMeanY	-0.943497973606557
standing	3	fBodyAccelerationJerkMeanZ	-0.969174903442623
standing	3	fBodyAccelerationJerkStdX	-0.960570921803279
standing	3	fBodyAccelerationJerkStdY	-0.943948547213115
standing	3	fBodyAccelerationJerkStdZ	-0.975595949508197
standing	3	fBodyAccelerationJerkMeanFrequencyX	0.0749564403088525
standing	3	fBodyAccelerationJerkMeanFrequencyY	-0.258164810172131
standing	3	fBodyAccelerationJerkMeanFrequencyZ	-0.112367641836066
standing	3	fBodyGyroscopeMeanX	-0.901282267540984
standing	3	fBodyGyroscopeMeanY	-0.937711157213115
standing	3	fBodyGyroscopeMeanZ	-0.916172537704918
standing	3	fBodyGyroscopeStdX	-0.901985672459016
standing	3	fBodyGyroscopeStdY	-0.923125941147541
standing	3	fBodyGyroscopeStdZ	-0.919743846065574
standing	3	fBodyGyroscopeMeanFrequencyX	-0.297107441654098
standing	3	fBodyGyroscopeMeanFrequencyY	-0.316011207026229
standing	3	fBodyGyroscopeMeanFrequencyZ	-0.229120091067541
standing	3	fBodyAccelerationMagnitudeMean	-0.926968932295082
standing	3	fBodyAccelerationMagnitudeStd	-0.921836076557377
standing	3	fBodyAccelerationMagnitudeMeanFrequency	-0.000332753967377052
standing	3	fBodyBodyAccelerationJerkMagnitudeMean	-0.948627467704918
standing	3	fBodyBodyAccelerationJerkMagnitudeStd	-0.94820681442623
standing	3	fBodyBodyAccelerationJerkMagnitudeMeanFrequency	0.129816297732787
standing	3	fBodyBodyGyroscopeMagnitudeMean	-0.913682362622951
standing	3	fBodyBodyGyroscopeMagnitudeStd	-0.883439718032787
standing	3	fBodyBodyGyroscopeMagnitudeMeanFrequency	-0.309822161422951
standing	3	fBodyBodyGyroscopeJerkMagnitudeMean	-0.960331717868852
standing	3	fBodyBodyGyroscopeJerkMagnitudeStd	-0.957121510491803
standing	3	fBodyBodyGyroscopeJerkMagnitudeMeanFrequency	-0.020630781795082
standing	3	tBodyAccelerationMeanPLUSGravity	0.00772770563770492
standing	3	tBodyAccelerationJerkMeanPLUSGravityMean	0.0246545250622951
standing	3	tBodyGyroscopeMeanPLUSGravityMean	0.00979910903278689
standing	3	tBodyGyroscopeJerkMeanPLUSGravityMean	-0.0505440714639344
standing	3	XPLUSGravityMean	-0.71190381557377
standing	3	YPLUSGravityMean	0.289824125737705
standing	3	ZPLUSGravityMean	0.00457098377868852
standing	4	tBodyAccelerationMeanX	0.280499745892857
standing	4	tBodyAccelerationMeanY	-0.00948911098553571
standing	4	tBodyAccelerationMeanZ	-0.0961574905535714
standing	4	tBodyAccelerationStdX	-0.97692058
standing	4	tBodyAccelerationStdY	-0.86159737875
standing	4	tBodyAccelerationStdZ	-0.896880538392857
standing	4	tGravityAccelerationMeanX	0.95619779125
standing	4	tGravityAccelerationMeanY	-0.0759009061071429
standing	4	tGravityAccelerationMeanZ	0.166893825946429
standing	4	tGravityAccelerationStdX	-0.972908355892857
standing	4	tGravityAccelerationStdY	-0.917613464821429
standing	4	tGravityAccelerationStdZ	-0.899404775267857
standing	4	tBodyAccelerationJerkMeanX	0.0721328379857143
standing	4	tBodyAccelerationJerkMeanY	-0.00653015693773214
standing	4	tBodyAccelerationJerkMeanZ	-0.0211889890567857
standing	4	tBodyAccelerationJerkStdX	-0.972586541964286
standing	4	tBodyAccelerationJerkStdY	-0.938354677857143
standing	4	tBodyAccelerationJerkStdZ	-0.973054201071429
standing	4	tBodyGyroscopeMeanX	-0.0306449342357143
standing	4	tBodyGyroscopeMeanY	-0.061824850625
standing	4	tBodyGyroscopeMeanZ	0.0755636430892857
standing	4	tBodyGyroscopeStdX	-0.909687974464286
standing	4	tBodyGyroscopeStdY	-0.949227146964286
standing	4	tBodyGyroscopeStdZ	-0.909995038571429
standing	4	tBodyGyroscopeJerkMeanX	-0.103057894142857
standing	4	tBodyGyroscopeJerkMeanY	-0.0461257201357143
standing	4	tBodyGyroscopeJerkMeanZ	-0.0490753497867857
standing	4	tBodyGyroscopeJerkStdX	-0.949633878571429
standing	4	tBodyGyroscopeJerkStdY	-0.976065174642857
standing	4	tBodyGyroscopeJerkStdZ	-0.957982019464286
standing	4	tBodyAccelerationMagnitudeMean	-0.906478051785714
standing	4	tBodyAccelerationMagnitudeStd	-0.890976683392857
standing	4	tGravityAccelerationMagnitudeMean	-0.906478051785714
standing	4	tGravityAccelerationMagnitudeStd	-0.890976683392857
standing	4	tBodyAccelerationJerkMagnitudeMean	-0.963370738392857
standing	4	tBodyAccelerationJerkMagnitudeStd	-0.958159482142857
standing	4	tBodyGyroscopeMagnitudeMean	-0.900982100535714
standing	4	tBodyGyroscopeMagnitudeStd	-0.885144317678571
standing	4	tBodyGyroscopeJerkMagnitudeMean	-0.967614073928571
standing	4	tBodyGyroscopeJerkMagnitudeStd	-0.964282784285714
standing	4	fBodyAccelerationMeanX	-0.973497549642857
standing	4	fBodyAccelerationMeanY	-0.889549205
standing	4	fBodyAccelerationMeanZ	-0.93164342125
standing	4	fBodyAccelerationStdX	-0.978737637678571
standing	4	fBodyAccelerationStdY	-0.857380281803571
standing	4	fBodyAccelerationStdZ	-0.887554317678571
standing	4	fBodyAccelerationMeanFrequencyX	0.0620999958378571
standing	4	fBodyAccelerationMeanFrequencyY	-0.0669875048642857
standing	4	fBodyAccelerationMeanFrequencyZ	-0.0377822772491071
standing	4	fBodyAccelerationJerkMeanX	-0.972310894285714
standing	4	fBodyAccelerationJerkMeanY	-0.937624242142857
standing	4	fBodyAccelerationJerkMeanZ	-0.968648411607143
standing	4	fBodyAccelerationJerkStdX	-0.975706723571429
standing	4	fBodyAccelerationJerkStdY	-0.944075308928571
standing	4	fBodyAccelerationJerkStdZ	-0.976229505535714
standing	4	fBodyAccelerationJerkMeanFrequencyX	0.2722139805
standing	4	fBodyAccelerationJerkMeanFrequencyY	-0.126450632983929
standing	4	fBodyAccelerationJerkMeanFrequencyZ	0.0711056632839286
standing	4	fBodyGyroscopeMeanX	-0.905464161964286
standing	4	fBodyGyroscopeMeanY	-0.955992945178571
standing	4	fBodyGyroscopeMeanZ	-0.915280955357143
standing	4	fBodyGyroscopeStdX	-0.912464793928571
standing	4	fBodyGyroscopeStdY	-0.945825840178571
standing	4	fBodyGyroscopeStdZ	-0.91665163125
standing	4	fBodyGyroscopeMeanFrequencyX	-0.2748096406875
standing	4	fBodyGyroscopeMeanFrequencyY	-0.364372374642857
standing	4	fBodyGyroscopeMeanFrequencyZ	-0.223109154546429
standing	4	fBodyAccelerationMagnitudeMean	-0.917614014821429
standing	4	fBodyAccelerationMagnitudeStd	-0.895340042142857
standing	4	fBodyAccelerationMagnitudeMeanFrequency	-0.102971757742857
standing	4	fBodyBodyAccelerationJerkMagnitudeMean	-0.956139283571429
standing	4	fBodyBodyAccelerationJerkMagnitudeStd	-0.96003249875
standing	4	fBodyBodyAccelerationJerkMagnitudeMeanFrequency	0.201262207319643
standing	4	fBodyBodyGyroscopeMagnitudeMean	-0.914209165714286
standing	4	fBodyBodyGyroscopeMagnitudeStd	-0.887194404285714
standing	4	fBodyBodyGyroscopeMagnitudeMeanFrequency	-0.286128312085714
standing	4	fBodyBodyGyroscopeJerkMagnitudeMean	-0.964471139464286
standing	4	fBodyBodyGyroscopeJerkMagnitudeStd	-0.9664302175
standing	4	fBodyBodyGyroscopeJerkMagnitudeMeanFrequency	0.0609850024464286
standing	4	tBodyAccelerationMeanPLUSGravity	0.0147312363133929
standing	4	tBodyAccelerationJerkMeanPLUSGravityMean	0.0045729088625
standing	4	tBodyGyroscopeMeanPLUSGravityMean	0.101339340914286
standing	4	tBodyGyroscopeJerkMeanPLUSGravityMean	0.0257192449821429
standing	4	XPLUSGravityMean	-0.831044401607143
standing	4	YPLUSGravityMean	0.135778706071429
standing	4	ZPLUSGravityMean	-0.0951347515892857
standing	5	tBodyAccelerationMeanX	0.282544390892857
standing	5	tBodyAccelerationMeanY	-0.00700418554517857
standing	5	tBodyAccelerationMeanZ	-0.102171095696429
standing	5	tBodyAccelerationStdX	-0.968591815714286
standing	5	tBodyAccelerationStdY	-0.869439913392857
standing	5	tBodyAccelerationStdZ	-0.869327321785714
standing	5	tGravityAccelerationMeanX	0.960188699107143
standing	5	tGravityAccelerationMeanY	-0.03871012665
standing	5	tGravityAccelerationMeanZ	0.138638436607143
standing	5	tGravityAccelerationStdX	-0.974088206071429
standing	5	tGravityAccelerationStdY	-0.931973943392857
standing	5	tGravityAccelerationStdZ	-0.914608495714286
standing	5	tBodyAccelerationJerkMeanX	0.0725189859107143
standing	5	tBodyAccelerationJerkMeanY	-0.00221990214464286
standing	5	tBodyAccelerationJerkMeanZ	-0.0122812220569643
standing	5	tBodyAccelerationJerkStdX	-0.962647080178571
standing	5	tBodyAccelerationJerkStdY	-0.931217140714286
standing	5	tBodyAccelerationJerkStdZ	-0.963832118928571
standing	5	tBodyGyroscopeMeanX	-0.0322711902673214
standing	5	tBodyGyroscopeMeanY	-0.050987505
standing	5	tBodyGyroscopeMeanZ	0.0690945763946429
standing	5	tBodyGyroscopeStdX	-0.910395222321429
standing	5	tBodyGyroscopeStdY	-0.933738104107143
standing	5	tBodyGyroscopeStdZ	-0.907471555714286
standing	5	tBodyGyroscopeJerkMeanX	-0.0922249863035714
standing	5	tBodyGyroscopeJerkMeanY	-0.0399108188821429
standing	5	tBodyGyroscopeJerkMeanZ	-0.0422221341625
standing	5	tBodyGyroscopeJerkStdX	-0.941930044107143
standing	5	tBodyGyroscopeJerkStdY	-0.961177741607143
standing	5	tBodyGyroscopeJerkStdZ	-0.944755343035714
standing	5	tBodyAccelerationMagnitudeMean	-0.906104701071429
standing	5	tBodyAccelerationMagnitudeStd	-0.87977380125
standing	5	tGravityAccelerationMagnitudeMean	-0.906104701071429
standing	5	tGravityAccelerationMagnitudeStd	-0.87977380125
standing	5	tBodyAccelerationJerkMagnitudeMean	-0.956863566071429
standing	5	tBodyAccelerationJerkMagnitudeStd	-0.942962047678571
standing	5	tBodyGyroscopeMagnitudeMean	-0.900671630714286
standing	5	tBodyGyroscopeMagnitudeStd	-0.867041711785714
standing	5	tBodyGyroscopeJerkMagnitudeMean	-0.958405900892857
standing	5	tBodyGyroscopeJerkMagnitudeStd	-0.947970723571429
standing	5	fBodyAccelerationMeanX	-0.964500917321429
standing	5	fBodyAccelerationMeanY	-0.890796360535714
standing	5	fBodyAccelerationMeanZ	-0.915083799107143
standing	5	fBodyAccelerationStdX	-0.97066840875
standing	5	fBodyAccelerationStdY	-0.867933178017857
standing	5	fBodyAccelerationStdZ	-0.858231387857143
standing	5	fBodyAccelerationMeanFrequencyX	-0.0164066779678571
standing	5	fBodyAccelerationMeanFrequencyY	-0.00894413194107143
standing	5	fBodyAccelerationMeanFrequencyZ	-0.028287522525
standing	5	fBodyAccelerationJerkMeanX	-0.963059235178571
standing	5	fBodyAccelerationJerkMeanY	-0.93137020875
standing	5	fBodyAccelerationJerkMeanZ	-0.958438726607143
standing	5	fBodyAccelerationJerkStdX	-0.965778920714286
standing	5	fBodyAccelerationJerkStdY	-0.936202600714286
standing	5	fBodyAccelerationJerkStdZ	-0.96807230125
standing	5	fBodyAccelerationJerkMeanFrequencyX	0.150463078469643
standing	5	fBodyAccelerationJerkMeanFrequencyY	-0.143681804520893
standing	5	fBodyAccelerationJerkMeanFrequencyZ	-0.0333637020357143
standing	5	fBodyGyroscopeMeanX	-0.909661802321429
standing	5	fBodyGyroscopeMeanY	-0.939373524464286
standing	5	fBodyGyroscopeMeanZ	-0.907190836607143
standing	5	fBodyGyroscopeStdX	-0.912780915714286
standing	5	fBodyGyroscopeStdY	-0.931857811428571
standing	5	fBodyGyroscopeStdZ	-0.91678935625
standing	5	fBodyGyroscopeMeanFrequencyX	-0.178598410944643
standing	5	fBodyGyroscopeMeanFrequencyY	-0.162944927001786
standing	5	fBodyGyroscopeMeanFrequencyZ	-0.109180363773214
standing	5	fBodyAccelerationMagnitudeMean	-0.9046413925
standing	5	fBodyAccelerationMagnitudeStd	-0.886745170714286
standing	5	fBodyAccelerationMagnitudeMeanFrequency	-0.0169422323298214
standing	5	fBodyBodyAccelerationJerkMagnitudeMean	-0.941825903035714
standing	5	fBodyBodyAccelerationJerkMagnitudeStd	-0.943601960178571
standing	5	fBodyBodyAccelerationJerkMagnitudeMeanFrequency	0.140971600726786
standing	5	fBodyBodyGyroscopeMagnitudeMean	-0.904543921607143
standing	5	fBodyBodyGyroscopeMagnitudeStd	-0.868913993928571
standing	5	fBodyBodyGyroscopeMagnitudeMeanFrequency	-0.157768871232143
standing	5	fBodyBodyGyroscopeJerkMagnitudeMean	-0.952286438035714
standing	5	fBodyBodyGyroscopeJerkMagnitudeStd	-0.946196462857143
standing	5	fBodyBodyGyroscopeJerkMagnitudeMeanFrequency	-0.0393135966410714
standing	5	tBodyAccelerationMeanPLUSGravity	-0.00860856932142857
standing	5	tBodyAccelerationJerkMeanPLUSGravityMean	-0.00572224394107143
standing	5	tBodyGyroscopeMeanPLUSGravityMean	0.0866990453375
standing	5	tBodyGyroscopeJerkMeanPLUSGravityMean	-0.0828789318410714
standing	5	XPLUSGravityMean	-0.862767277857143
standing	5	YPLUSGravityMean	0.110446445178571
standing	5	ZPLUSGravityMean	-0.0754509648214286
standing	6	tBodyAccelerationMeanX	0.280346248596491
standing	6	tBodyAccelerationMeanY	-0.0181236327175439
standing	6	tBodyAccelerationMeanZ	-0.112172831947368
standing	6	tBodyAccelerationStdX	-0.981758159649123
standing	6	tBodyAccelerationStdY	-0.921493191754386
standing	6	tBodyAccelerationStdZ	-0.925692371929825
standing	6	tGravityAccelerationMeanX	0.945139003859649
standing	6	tGravityAccelerationMeanY	-0.230251036140351
standing	6	tGravityAccelerationMeanZ	0.0139193473596491
standing	6	tGravityAccelerationStdX	-0.985583066842105
standing	6	tGravityAccelerationStdY	-0.96844910122807
standing	6	tGravityAccelerationStdZ	-0.942795062280702
standing	6	tBodyAccelerationJerkMeanX	0.0730699604561404
standing	6	tBodyAccelerationJerkMeanY	0.00871883993421053
standing	6	tBodyAccelerationJerkMeanZ	-0.00481712245438596
standing	6	tBodyAccelerationJerkStdX	-0.973132635789474
standing	6	tBodyAccelerationJerkStdY	-0.949362277017544
standing	6	tBodyAccelerationJerkStdZ	-0.967547241754386
standing	6	tBodyGyroscopeMeanX	-0.028251913022807
standing	6	tBodyGyroscopeMeanY	-0.0589823639438597
standing	6	tBodyGyroscopeMeanZ	0.0767394745964912
standing	6	tBodyGyroscopeStdX	-0.947561298596491
standing	6	tBodyGyroscopeStdY	-0.94248658631579
standing	6	tBodyGyroscopeStdZ	-0.947782155964912
standing	6	tBodyGyroscopeJerkMeanX	-0.103292534210526
standing	6	tBodyGyroscopeJerkMeanY	-0.0428828304736842
standing	6	tBodyGyroscopeJerkMeanZ	-0.0506432189438596
standing	6	tBodyGyroscopeJerkStdX	-0.946423593157895
standing	6	tBodyGyroscopeJerkStdY	-0.962422163684211
standing	6	tBodyGyroscopeJerkStdZ	-0.962758177192982
standing	6	tBodyAccelerationMagnitudeMean	-0.945022876491228
standing	6	tBodyAccelerationMagnitudeStd	-0.939310249649123
standing	6	tGravityAccelerationMagnitudeMean	-0.945022876491228
standing	6	tGravityAccelerationMagnitudeStd	-0.939310249649123
standing	6	tBodyAccelerationJerkMagnitudeMean	-0.967102436140351
standing	6	tBodyAccelerationJerkMagnitudeStd	-0.956099145964912
standing	6	tBodyGyroscopeMagnitudeMean	-0.939404744385965
standing	6	tBodyGyroscopeMagnitudeStd	-0.915891572982456
standing	6	tBodyGyroscopeJerkMagnitudeMean	-0.963406222982456
standing	6	tBodyGyroscopeJerkMagnitudeStd	-0.952536233859649
standing	6	fBodyAccelerationMeanX	-0.977100287368421
standing	6	fBodyAccelerationMeanY	-0.930336471754386
standing	6	fBodyAccelerationMeanZ	-0.942864017017544
standing	6	fBodyAccelerationStdX	-0.984067374035088
standing	6	fBodyAccelerationStdY	-0.921449111052632
standing	6	fBodyAccelerationStdZ	-0.922067224210526
standing	6	fBodyAccelerationMeanFrequencyX	0.0664521774298246
standing	6	fBodyAccelerationMeanFrequencyY	-0.0866319977508772
standing	6	fBodyAccelerationMeanFrequencyZ	0.0208815076140351
standing	6	fBodyAccelerationJerkMeanX	-0.97348053877193
standing	6	fBodyAccelerationJerkMeanY	-0.951405464912281
standing	6	fBodyAccelerationJerkMeanZ	-0.963743518070175
standing	6	fBodyAccelerationJerkStdX	-0.975235677719298
standing	6	fBodyAccelerationJerkStdY	-0.950681450350877
standing	6	fBodyAccelerationJerkStdZ	-0.969895845789474
standing	6	fBodyAccelerationJerkMeanFrequencyX	0.186559227035088
standing	6	fBodyAccelerationJerkMeanFrequencyY	-0.251013912454386
standing	6	fBodyAccelerationJerkMeanFrequencyZ	-0.0715339890175439
standing	6	fBodyGyroscopeMeanX	-0.931612384385965
standing	6	fBodyGyroscopeMeanY	-0.943273146140351
standing	6	fBodyGyroscopeMeanZ	-0.943239602105263
standing	6	fBodyGyroscopeStdX	-0.952817395263158
standing	6	fBodyGyroscopeStdY	-0.942539174210526
standing	6	fBodyGyroscopeStdZ	-0.95445570245614
standing	6	fBodyGyroscopeMeanFrequencyX	-0.114716166140877
standing	6	fBodyGyroscopeMeanFrequencyY	-0.195978463377193
standing	6	fBodyGyroscopeMeanFrequencyZ	-0.0778747190508772
standing	6	fBodyAccelerationMagnitudeMean	-0.945949804035088
standing	6	fBodyAccelerationMagnitudeStd	-0.94456410754386
standing	6	fBodyAccelerationMagnitudeMeanFrequency	0.0373542193561403
standing	6	fBodyBodyAccelerationJerkMagnitudeMean	-0.955914005438597
standing	6	fBodyBodyAccelerationJerkMagnitudeStd	-0.95538157877193
standing	6	fBodyBodyAccelerationJerkMagnitudeMeanFrequency	0.190943682210526
standing	6	fBodyBodyGyroscopeMagnitudeMean	-0.926664297017544
standing	6	fBodyBodyGyroscopeMagnitudeStd	-0.923108761578947
standing	6	fBodyBodyGyroscopeMagnitudeMeanFrequency	-0.0701196902631579
standing	6	fBodyBodyGyroscopeJerkMagnitudeMean	-0.955425138245614
standing	6	fBodyBodyGyroscopeJerkMagnitudeStd	-0.952088499473684
standing	6	fBodyBodyGyroscopeJerkMagnitudeMeanFrequency	0.0276252654912281
standing	6	tBodyAccelerationMeanPLUSGravity	0.0123494545684211
standing	6	tBodyAccelerationJerkMeanPLUSGravityMean	-0.00737862488596491
standing	6	tBodyGyroscopeMeanPLUSGravityMean	0.0672693934912281
